Product0,Fruit,1.5827649600328977,3.6523350235753496,false
Product1,Vegetable,5.472618350478992,3.7936808376860176,true
Product2,Vegetable,1.1314999436854285,9.226972007727685,true
Product3,Fruit,3.6021231388103656,10.632755923206721,false
Product4,Vegetable,0.9415908087510645,6.738363954442679,true
Product5,Vegetable,4.178630787278365,2.066508272889062,true
Product6,Fruit,0.7070422774351777,5.628257615677023,false
Product7,Fruit,2.7838665577626016,8.727377119368079,false
Product8,Fruit,1.1372969634501358,3.619405078950278,false
Product9,Vegetable,4.233189767161754,3.448390039511615,true
Product10,Fruit,4.239472057474617,7.911035995474544,false
Product11,Vegetable,1.482156423463294,10.122521112922552,true
Product12,Vegetable,4.350570099211677,3.7370901011225746,true
Product13,Fruit,5.406425304123662,7.472565282472271,false
Product14,Vegetable,2.433244137295053,7.670321041151977,true
Product15,Vegetable,3.4593073383747877,10.666406869354287,true
Product16,Vegetable,4.356705944711814,1.7370352238978217,true
Product17,Vegetable,3.497395895215151,8.800443363309046,true
Product18,Fruit,3.4986224355716558,8.401360373275345,false
Product19,Fruit,1.2570957310351722,1.6743270167856408,false
Product20,Fruit,4.024355159859283,5.784586665941088,false
Product21,Fruit,1.0635021654443935,4.99306737883109,false
Product22,Fruit,3.626652913147097,7.104258576987219,false
Product23,Vegetable,4.357965656609627,9.15793481432465,true
Product24,Fruit,3.3419185934391358,8.24933867971598,false
Product25,Fruit,4.541806389471464,3.145492487793934,false
Product26,Vegetable,2.2984256523655273,2.651906113615672,true
Product27,Vegetable,4.451032331637693,1.624478341716126,true
Product28,Vegetable,1.8973715004932474,3.172489567927519,true
Product29,Vegetable,4.500539951803185,10.423142577620153,true
